id,estado,direccion_completa,tipo,lon,lat
270,Carabobo,"Estado  Carabobo , Ciudad Valencia Urb. La Isabelica, Sector 5, Vereda 11. No. 1. Valencia Policlinicas Elohim Valencia, C.a. . Teléfonos:  (0241)864.2110 / 838.1917 / 5427 /
6127/ 864.2222",Privada,-67.9676753,10.1670452
271,Carabobo,"Estado  Carabobo , Ciudad Valencia Av. Andres Eloy Blanco, C/C Calle 137, Cc. Shopping Center, Local 128, Nivel Sótano Unidad Oftalmologica De Valencia, C.a. . Teléfonos:  (0241) 824.1076 / 0416-6413949",Privada,-68.0142623,10.2066837
272,Carabobo,"Estado Carabobo , Municipio Bejuma , Urbana Bejuma Hospital Bejuma Hospital Tipo Ii Centro De Bejuma Entre La Av. Los Fundadores C/C Calle, Cheres, Cerca Del Estadium Bejuma 2040, Carabobo, Venezuela",Hospital,-68.2648043,10.169442
273,Carabobo,"Estado Carabobo , Municipio Guacara , Urbana Guacara Hospital . Dr. Miguel Malpica Hospital Tipo I Negro Primero Vía Guacara - Vigirima Sector ¨Negro, Primero¨ Transversal A La Autopista Edificio Policlínica Guacara, Vía Vigirima, Avenida Negro Primero, Guacara 2015, Carabobo, Venezuela",Hospital,-67.8908052,10.2485549
274,Carabobo,"Estado Carabobo , Municipio Guacara , Urbana Guacara C Entro Pediatrico Maria Torres Otro Centro De Salud Negro Primero Vía Vigirima Sector Negro Primero Guacara 2015, Carabobo, Venezuela",otras,-67.8797748,10.2358116
275,Carabobo,"Estado Carabobo , Municipio Libertador , Urbana Tocuyito Centro De Diagnostico Integral Piaroa - Campo Carabobo Ce Ntros De Diagnóstico Integral Autop. Vía Campo Carabobo. Vía, Algorrobal Al Lado Campo Beisbol Autopista José Antonio Páez, Campo De Carabobo 2035, Carabobo, Venezuela",Centro de Diagnóstico Integral,-68.1659596,10.0040882
276,Carabobo,"Estado Carabobo , Municipio Naguanagua , Hospital Dr. Angel Larralde (Ivss) Hospital Tipo Iv Vía Hospital Carabobo, Naguanagua 2005, Carabobo, Venezuela",Hospital,-67.9998407,10.2907858
277,Carabobo,"Estado Carabobo , Municipio Naguanagua , Hospital Metropolitano Del Norte Clínica Privada Naguanagua Av. 181 Valencia, Naguanagua 2005, Carabobo, Venezuela",Privada,-68.0071521,10.2552385
278,Carabobo,"Estado Carabobo , Municipio Puerto Cabello , Urbana Fraternidad Ipasme Puerto Cabello Unidades Tipo Ii Casco Central Avda. Bolívar Co Avenida Bolivar, Puerto Cabello 2050, Carabobo, Venezuela",otras,-68.0101146,10.4659425
279,Carabobo,"Estado Carabobo , Municipio Puerto Cabello , Urbana Fraternidad Hospital Dr. Francisco Molina Sierra (Iv Ss) Hospital Tipo Iii Sector Secrestaa Puerto Cabello 2050, Carabobo, Venezuela",Hospital,-68.0076258,10.4642443
280,Carabobo,"Estado Carabobo , Municipio San Diego , Urbana San Diego Centros San Diego Municipality, Carabobo, 2006, Carabobo, Venezuela",otras,-67.9642863,10.269787000000001
281,Carabobo,"Estado Carabobo , Municipio San Diego , Urbana San Diego Hospital Dr. Jose Gregorio Hernandez Establecimientos Públicos (Alcaldías) Urb. V Urb. Valle Verde, Final De La Calle, Alle Verde Principal San Diego 2006, Carabobo, Venezuela",Hospital,-67.9594463,10.2251272
282,Carabobo,"Estado Carabobo , Municipio San Diego , Urbana San Diego Centro Medico Valles De San Diego Clínica Privada Urb. E Av. Intercomunal Don Julio Centeno,, L Morro Ii Entre Urb. El Mo 2016, San Diego 2006, Carabobo, Venezuela",Privada,-67.9654388,10.2213002
283,Carabobo,"Estado Carabobo , Municipio Valencia , Urbana Hospital Enrique Tejera Hospital Tipo Iv Av. Li Sandro Alvarado Av. Lisandro Alv Valencia, Carabobo, Venezuela",Hospital,-67.9972104,10.1579312
284,Carabobo,"Estado Carabobo , Municipio Valencia , Miguel Peña Maternidad Del Sur Hospital Tipo Ii La Mon Umental La Monumental Valencia 2001, Carabobo, Venezuela",Hospital,-67.9995146,10.1445878
285,Cojedes,"Hospital Central Dr. Egor Nucete, Unnamed Road, San Carlos 2201, Cojedes, Venezuela",Hospital,-68.5884646,9.6729807
286,Cojedes,"Clínica Jesús De Nazaret, Cqjn, 5, San Carlos 2201, Cojedes, Venezuela",Clínica,-68.5850422,9.6643609
287,Cojedes,"Módulo Aeropuerto, Calle Las Babas, San Carlos 2201, Cojedes, Venezuela",Hospital,-68.5763021,9.6533995
288,Cojedes,"Ivss, Av. Miranda, Tinaquillo 2209, Cojedes, Venezuela",Hospital,-68.2945907,9.9244067
289,Cojedes,"Estado  Cojedes , Ciudad San Carlos Av. Bolívar, Edif. Jesús De Nazaret. No.17-62 – Zona Centro. San Carlos. Clinica Quirurgica Jesus De  Nazareth, C.a. . Teléfonos:  0258- 4300400",Privada,-68.5812895,9.6598946
290,Cojedes,"Estado  Cojedes , Ciudad San Carlos Calle Alegría Nº 12-63, San Carlos. Climmca Clinica Privada (Antigua Policlinica San Carlos) . Teléfonos:  (0258) 433.0773 / 433.0334",Privada,-68.5877551,9.6646511
291,Cojedes,"Estado  Cojedes , Ciudad Tinaquillo Urb. Tamanaco Ii Etapa Calle Coaheri Manzana K Nro. 15, Tinaquillo. Centro Medico Quirurgico Maternidad Santa Ana . Teléfonos:  (0258)  766.1478 / 325.1142.",Privada,-68.3093941,9.9231352
292,Cojedes,"Estado  Cojedes , Ciudad Tinaquillo Av. Ppal. Entre Junín Y Urdaneta, No. 0755. Sector Tamarindo Centro Medico Quirurgico La Milagrosa . Teléfonos:  (0258) 766.4423 / 2710 / 6353",Privada,-68.3089294,9.9156121
293,Cojedes,"Estado  Cojedes , Ciudad Tinaquillo Calle Páez Entre Av. Bolívar Y Ppal. Edf. Hospital Clínica Cojedes. Tinaquillo Hospital Clinica Cojedes, C.a. . Teléfonos:  (0258)766.5319 / 2119 / 4223",Privada,-68.3172816,9.9166817
294,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo Hospital Joaquina De Rotondaro Hospital Tipo Ii Casco Central Tinaquillo Final De La Calle Paez, Tinaquillo Estado, Cojedes Tinaquillo 2209, Cojedes, Venezuela",Hospital,-68.3076366,9.9128832
295,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo C.m.q Maternidad Santa Ana Clínica Privada Casco Central Tinaquillo Av. Principal Entre Junin Y Urdaneta Nº, 07-55, Tinaquillo Edo. Cojedes Urb. Tamanaco, Tinaquillo 2209, Cojedes, Venezuela",Privada,-68.3093941,9.9231352
296,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo Cami Divino Niño Clínica Privada Casco Central Tinaquillo Casco Central Tinaquillo Av. Principal,, Diagonal Clinica La Milagrosa Tinaquillo 2209, Cojedes, Venezuela",Privada,-68.3072698,9.9183213
297,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo Hospital Clinicas Cojedes Clínica Privada Casco Central Tinaquillo Calle Paez Entre Av. Bolivar Y Principal,, Tinaquillo Edo. Cojedes Av. José Antonio Páez, Tinaquillo 2209, Cojedes, Venezuela",Privada,-68.3172816,9.9166817
298,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo Centro Medico Quirurgico La Milagrosac Línica Privada Casco Central Tinaquillo Av. Principal Entre Calle Junin Y, Urdaneta, Tinaquillo Edo.cojedes Calle Urdaneta Entre Av. Ricaurte, Y, Av. Bolívar, Tinaquillo 2209, Cojedes, Venezuela",Privada,-68.3051669,9.9180103
299,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo Centro De Diagnostico Integral Sol De Taguanes (Tinaquillo) Centros De Diagnóstico Integral Casco Central Tinaquillo Av. Ricaurte Sector Centro, Tinaquillo, Edo. Cojedes Tinaquillo 2209, Cojedes, Venezuela",Centro de Diagnóstico Integral,-68.3116405,9.9208851
300,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo I Pasme Tinaquillo U Nidades Tipo I S Ector Centro Sur Av. Bolivar Entre Calle Junin Y Cedeño,, Tinaquilo Edo. Cojedes Ipas Tinaquillo 2209, Cojedes, Venezuela",otras,-68.3076366,9.9128832
301,Cojedes,"Estado Cojedes , Municipio Tinaquillo , Tinaquillo C Asa Comunal Buenos Aires O Tro Centro De Salud B Uenos Aires 100 Mts Del Hospital Joaquina De, Buenos Aires, Al Final De La Calle Paez A, Rotandaro, Tinaquillo Edo. Cojedes Coje Tinaquillo 2209, Cojedes, Venezuela",Hospital,-68.3076366,9.9128832
302,Cojedes,"Estado Cojedes , Municipio Girardot , El Baul Hospital . Dr. Juan Aponte - El Baul Hospital Ital Tipo I C Asco Central El Baul Calle Miranda Cruce Con Calle Angulo El, Final Carretera Nacional El Baul Tinaco, Baul Estado Cojedes Coje El Baul 2213, Cojedes, Venezuela",Hospital,-68.2936576,8.9585531
303,Cojedes,"Estado Cojedes , Municipio Girardot , El Baul Centro De Diagnostico Integral Antonio Jose De Sucre - El Baul C Entros De Diagnóstico Integral C Asco Central El Baul Av. Miranda Cruce Con Angulo Final, Carretera Nacional El Baul-Tinaco Misi El Baul 2213, Cojedes, Venezuela",Centro de Diagnóstico Integral,-68.2951738,8.9599915
304,Cojedes,"Estado Cojedes , Municipio Ricaurte , Libertad De Cojedes Centro De Diagnostico Integral Libertad De Cojedes - Hospital Lib Ertad Cojedes 2202, Portuguesa, Venezuela",Centro de Diagnóstico Integral,-68.9196819,9.6220448
305,Cojedes,"Estado Cojedes , Municipio Romulo Gallegos , Romulo Gallegos Maternidad Dr. Jose Gregorio Hernandez Hospital Tipo I Entrada A La Ciudad De Las Vegas Av Bolívar,Las Vegas 2204, Las Vegas 2204, Cojedes, Venezuela",Hospital,-68.6276119,9.5449287
306,Cojedes,"Estado Cojedes , Municipio Ezequiel Zamora , San Carlos De Austri A Hospital Dr. Egor Nucette H. De San Car Los Hospital Tipo Ii Sector La Redoma Redoma De La Av. Ricaurte Hospital Egor, Nucete Por Ampliacion San Carlos 2201, Cojedes, Venezuela",Hospital,-68.5888061,9.6726728
307,Cojedes,"Estado Cojedes , Municipio Ezequiel Zamora , San Carlos De Austri A Ipasme San Carlos De Cojedes Unidades Tipo Ii Sector La Yaguara Av Bolivar Via Valencia S/N Al Lado De La, Carpinteria San Carlos Estado Cojedes Av. Bolívar (Entrada A San Carlos) Sector La Yaguara, Sede Del Ipasme, San Carlos Estado Cojedes, Venezuela., Troncal5, San Carlos 2201, Cojedes, Venezuela",otras,-68.5652447,9.6664576
308,Cojedes,"Estado Cojedes , Municipio Ezequiel Zamora , San Carlos De Austri A Centro De Diagnostico Integral Jose Felix Ribas - Cantacl Aro Centros De Diagnóstico I Ntegral Urb. Cantaclaro Urb. Cantaclaro Diagonal Av. Bolivar Vía, Valencia San Carlos Edo. Cojedes Urb. Cantaclaro, San Carlos 2201, Cojedes, Venezuela",Centro de Diagnóstico Integral,-68.5671945,9.6630948
309,Delta Amacuro,"Cemetca, Calle Junin, Tucupita 6401, Delta Amacuro, Venezuela",Clínica,-62.0601152,9.0659789
310,Delta Amacuro,"Hospital Dr. Luis Razetti, Perimetral, Tucupita 6401, Delta Amacuro, Venezuela",Hospital,-62.0402,9.0582611
311,Delta Amacuro,"Estado Deltaamacuro , Municipio Antonio Diaz , Curiapo Centro De Diagnostico Integral Dra. Elina Cotua - San Antonio Centros De Diagnóstico Integral Curiapo Comunidad De Curiapo, Cerca De La, Cancha Deportiva Curiapo 6401, Delta Amacuro, Venezuela",Centro de Diagnóstico Integral,-60.9983817,8.5802612
312,Delta Amacuro,"Estado Deltaamacuro , Municipio Antonio Diaz , Manuel Renaud Hospital Dr. Luis Gomez Zabaleta Hospital Tipo I Nabasanuka I Comunidad Indigena Nabasanuka Manuel Renaud, Delta Amacuro, Venezuela",Hospital,-61.0005643,9.2734551
313,Delta Amacuro,"Estado Deltaamacuro , Municipio Antonio Diaz , Padre Barral Hospital Hermana Isabel Lopez Hospital Tipo I San Francisco De Gua Comunidad Indigena San Francisco De, Yo Guayo Padre Barral, Delta Amacuro, Venezuela",Hospital,-61.0005643,8.8776528
314,Delta Amacuro,"Estado Deltaamacuro , Municipio Casacoima , Imataca Centro De Diagnostico Integral Simon Bolivar Centros De Diagnóstico Integral Sierra Imataca Comunidad Sierra Imataca,Barrio La, Solución Detras Del Ar Ii Sierra Imataca, Delta Amacuro, 6401, Delta Amacuro, Venezuela",Centro de Diagnóstico Integral,-62.215754,8.4219872
315,Delta Amacuro,"Estado Deltaamacuro , Municipio Casacoima , Manuel Piar Adscrito Ipasme Tucupita Unidades Tipo I El Triunfo Comunidad El Triunfo Tucupita 6401, Delta Amacuro, Venezuela",otras,-62.0458106,9.0691769
316,Delta Amacuro,"Estado Deltaamacuro , Municipio Pedernales , Pedernales Centro De Diagnostico Integral Cirila Gascon Centros De Diagnóstico In Tegral Pedernal Es Comunidad Pedernal Pedernales, Delta Amacuro, Venezuela",Centro de Diagnóstico Integral,-62.3095833,9.5472345
317,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , San Jose Clin. Priv Virgen Del Valle Clínica Privada Leonardo Sector El Obelisco (Compartida Calle Pativilca, Frente A La Iglesia San, Ruiz P) Antonio Calle Pativilca, Tucupita 6401, Delta Amacuro, Venezuela",Privada,-62.0452651,9.0591773
318,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , San Jose Clin. Priv Mis Ojos Clínica Privada Leonardo Sector El Obelisco (Compartida, Ruiz P) Centro De La Ciuda Calle Dalla Costa, Tucupita 6401, Delta Amacuro, Venezuela",Privada,-62.0515335,9.0595343
319,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , San Jose Consultorio Alcaldia (Imasalud) Establecimientos Públicos (Alcaldías) Leonardo Sector El Obelisco (Compartida, Ruiz P) Calle Amacuro, Edi Calle Amacuro, Tucupita 6401, Delta Amacuro, Venezuela",otras,-62.0535431,9.0611612
320,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , San Jose Hospital Complejo Hospitalario Dr L Uis Razetti Sector Los Fundadores. Calle Bolivar Al, Tucupita 6401, Delta Amacuro, Venezuela",Hospital,-62.0458106,9.0691769
321,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , Leonardo Ruiz Pineda Centro De Especialidades Medicas Tucupita Calle Junin. Edificio Cemetca. Brisas Del, Tucupita 6401, Delta Amacuro, Venezuela",otras,-62.0593013,9.0660312
322,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , Leonardo Ruiz Pineda Policlinica Delta C.a. (Podelca) Clínica Privada 4 De Febrero (Cemetca) Brisas Del Torno Torno Sector Privado, C.a.privada, Clínica, Calle Jacinto Lara.edif Podelca Tucupita 6401, Delta Amacuro, Venezuela",Privada,-62.056607,9.0626587
323,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , Leonardo Ruiz Pineda Ipasme Tucupita Unidades Tipo Ii Av. Guasina Av. Guasima.edif.ipasme Tucupita 6401, Delta Amacuro, Venezuela",otras,-62.0458106,9.0691769
324,Delta Amacuro,"Estado Deltaamacuro , Municipio Tucupita , Mariscal Antonio Jose D E Sucre Cierre.sector Paloma Las Torres,Cerca De, Carretera Nacional Tucupita El, Paloma 6401, Delta Amacuro, Venezuela",otras,-62.0567935,9.0195975
325,Distrito Capital,"Estado  Distrito
Capital , Ciudad Caracas Calle Santa Ana C/ Av. Ppal. La Floresta.
Edf. Imlf, Pb, Urb. La Floresta. Arsuve, S. C. . Teléfonos:  0212-285.90.05 / 285.41.28 /
286.19.50",Privada,-66.8457005,10.494429
326,Distrito Capital,"Distrito Capital ,  Caracas ,  “Calle San Juan De Dios De La Urbanización Valle Arriba Cerca De La Salida De Santa Fe De La Autopista De Prados Del Este, En Jurisdicción Del Municipio Baruta  Parte Del Estado Miranda Y Al Este De La Ciudad De Caracas Al Norte De Venezuela.” ,  02129070811 , ",Privada,-66.865106,10.467683
327,Distrito Capital,"Distrito Capital ,  Libertador ,  El Valle ,  “Calle 4, Avenida Principal Los Jardines Del Valle, Distrito Capital, 1090.” ,  02126725506 ,  Bferraro123@Hotmail.com",Clínica,-66.912869,10.460618
328,Distrito Capital,"Distrito Capital ,  Libertador ,  Sucre ,  “Av. Sucre, Caracas 1030, Distrito Capital”. ,  04162111911 ,  0",Clínica,-66.932992,10.513965
329,Distrito Capital,"Distrito Capital ,  Libertador ,  Caricuao ,  “Avenida Principal De La Hacienda,Sector Ud5, Caracas 1000, Distrito Capital.” ,  02124341529 ,  Oswaldoacosta2009@Hotmail.com",Clínica,-66.962919,10.43316
330,Distrito Capital,"Distrito Capital ,  Libertador ,  Paraiso ,  “Avenida José Antonio Páez, Caracas 1020, Distrito Capital.” ,  02124811659 ,  Anmar07@Gmail.com",Clínica,-66.923561,10.494129
331,Distrito Capital,"Distrito Capital ,  Libertador ,  Sucre ,  “Caracas, Distrito Capital.” ,  02128704589 ,  Llugo65@Hotmail.com",Clínica,-66.947375,10.523095
332,Distrito Capital,"Distrito Capital ,  Capital ,  “Av. Volmer, San Bernardino Caracas.” ,  02125762129
02125783739",otras,-66.899583,10.506859
333,Distrito Capital,"Distrito Capital ,  Capital ,  “Universidad Central De Venezuela” ,  0212606721",otras,-66.893998,10.49035
334,Distrito Capital,"Distrito Capital ,  Capital ,  “Caracas, San Martín” ,  02124061802",otras,-66.938876,10.497979
335,Distrito Capital,"Distrito Capital ,  Capital ,  “Av. Principal La Laguna De Catia, Los Magallanes” ,  02128715436",otras,-66.954933,10.516344
336,Distrito Capital,"Distrito Capital ,  Capital ,  “Av. Sorocaima, El Llanito, Caracas” ,  02122574186
02122574238",otras,-66.810093,10.47208
337,Distrito Capital,"Módulo De Simón Rodríguez, Calle Real Simón Rodríguez, Caracas 1050, Distrito Capital, Venezuela",Clínica,-66.8884789,10.509637
338,Distrito Capital,"Clínica Casablanca, Prolongación, El Topito, Vía Cotiza, Av. Fernando Peñalver, Caracas 1011, Distrito Capital, Venezuela",Privada,-66.9064488,10.5223229
339,Distrito Capital,"Clínica Jiménez Muñóz, Edificio Yaquary, Av. Pdte. Medina, Caracas 1041, Distrito Capital, Venezuela",Privada,-66.8980853,10.4843359
340,Distrito Capital,"Policlínica Cristóbal Rojas, C. Cristóbal Rojas, Caracas 1041, Distrito Capital, Venezuela",Privada,-66.8902643,10.4770272
341,Distrito Capital,"Clínica Cemo, Reinaldo Jhan Y Simón Planas, Calle Arturo Michelena, Caracas 1041, Distrito Capital, Venezuela",Privada,-66.8895937,10.4787099
342,Distrito Capital,"Módulo De La Hacienda, Metrobus Ud-5, Bloque 4, Avenida Principal De La Hacienda, Caracas 1000, Distrito Capital, Venezuela",Clínica,-66.9587921,10.4357717
343,Distrito Capital,"Clínica Venezuela, Calle Guillermo José Schael, Caracas 1011, Distrito Capital, Venezuela",Privada,-66.9037773,10.5040419
344,Distrito Capital,"Policlínica El Conde, Edificio Caroata - Catuche - Tajamar, Avenida Lecuna, Caracas 1015, Distrito Capital, Venezuela",Privada,-66.9040912,10.4980342
345,Distrito Capital,"Clínica Briceño Rossi, 60 Av Este 2, Caracas 1011, Distrito Capital, Venezuela",Privada,-66.8996172,10.5025021
346,Distrito Capital,"Unidad Quirúrgica Cinco, Avenida Mariscal Sucre, Caracas 1011, Distrito Capital, Venezuela",Privada,-66.8949222,10.5127481
347,Distrito Capital,"Fenix Salud, Metrobus Centro Médico, Avenida Eraso, Caracas 1010, Distrito Capital, Venezuela",Privada,-66.8972354,10.5108594
348,Distrito Capital,"Udeo, 1011 Avenida Fajardo, Caracas 1011, Distrito Capital, Venezuela",Privada,-66.8956204,10.5131429
349,Distrito Capital,"Ieco Clinica Del Lenguaje, Avenida Oriente, Caracas 1011, Distrito Capital, Venezuela",Privada,-66.8934846,10.5136348
350,Distrito Capital,"Instituto Médico Del Este, Av. Casanova, Caracas 1050, Distrito Capital, Venezuela",Privada,-66.880439,10.4941125
351,Distrito Capital,"Centro Médico Solano, Torre Sinaruco, Avenida Los Jabillos, Caracas 1050, Distrito Capital, Venezuela",Privada,-66.8783228,10.4959427
352,Distrito Capital,"Centro Médico Integra, Torre Eurocentro, Av. Casanova, Caracas 1050, Distrito Capital, Venezuela",Privada,-66.8706708,10.4905022
353,Distrito Capital,"Centro Clínico Quirúrgico Virgen Milagrosa, Calle Maury, Caracas 1030, Distrito Capital, Venezuela",Hospital,-66.9441731,10.5161898
354,Distrito Capital,"Idet Centro, 1010 Avenida Norte, Caracas 1010, Distrito Capital, Venezuela",Privada,-66.913511,10.5085488
355,Distrito Capital,"Ambulatorio Dr. Dilio Sequera Peraza (Ivss), Transversal 2 Norte, Caracas 1050, Distrito Capital, Venezuela",Clínica,-66.8944885,10.5052525
356,Distrito Capital,"Centro Medico Bosque Ávila, Calle Cantuara, Caracas 1050, Distrito Capital, Venezuela",Privada,-66.8704508,10.4961803
357,Distrito Capital,"Clínica Bello Campo, Av Principal De Bello Campo, Caracas 1060, Distrito Capital, Venezuela",Clínica,-66.8522642,10.4937818
358,Distrito Capital,"Centro Clinico De Ojos Chuao, Av. Principal De El Cafetal, Caracas 1061, Distrito Capital, Venezuela",Privada,-66.8444229,10.4807956
359,Distrito Capital,"Angios. Centro Vascular, Quinta Funda Procura, Calle Choroní, Caracas 1061, Distrito Capital, Venezuela",Privada,-66.8413076,10.4825185
360,Distrito Capital,"Módulo Ii Centro Diagnóstico Docente Las Mercedes, Snackdelivery, Calle Paris, Caracas 1080, Distrito Capital, Venezuela",Clínica,-66.8573865,10.4813787
361,Distrito Capital,"Clinica Oftalmologica Sirit, Parada Transchacao 12, Avenida Luis Roche, Caracas 1060, Distrito Capital, Venezuela",Clínica,-66.8475479,10.5046577
362,Distrito Capital,"Módulo, Calle El Petróleo, Caracas 1020, Distrito Capital, Venezuela",Hospital,-66.9500953,10.4651846
363,Distrito Capital,"Módulo De Río De Janeiro, Avenida Río De Janeiro, Caracas 1073, Distrito Capital, Venezuela",Clínica,-66.81005,10.4753196
364,Distrito Capital,"Clinica Nova, Edifico Amoca, Calle Londres, Caracas 1060, Distrito Capital, Venezuela",Privada,-66.8599281,10.4807691
365,Distrito Capital,"Instituto Médico De La Mujer Y El Hombre ""Dr. José Terán Dávila"", L&M, Av. Orinoco, Caracas 1080, Distrito Capital, Venezuela",Privada,-66.862851,10.4812503
366,Distrito Capital,"Fundación Misión Barrio Adentro Del Distrito Capital, Avenida Washington, Caracas 1020, Distrito Capital, Venezuela",Clínica,-66.941082,10.4901571
367,Distrito Capital,"Instituto Diagnóstico, Metrobus Diagnóstico, Caracas 1010, Distrito Capital, Venezuela",Privada,-66.9037154,10.5142902
368,Distrito Capital,"Dr. Scholl, Metrobús, Caracas 1061, Distrito Capital, Venezuela",Privada,-66.8382481,10.4723999
369,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Ppal. De La Urbina, Torre Olimpia, Planta Baja, Local Nª 4 Urb. La Urbina Artro Trauma, C.a. . Teléfonos:  0212-241,9425 / Fax: 241,1545",Privada,-66.8067818,10.4837104
370,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Este 2 Con Av. Sur 21, Edif. Clinica Luis Razetti, Urb. La Candelaria Diego De Losada -
Clinica Luis Razetti C.a . Teléfonos:  0212-597.0100 / 576,1440 / 597.0112
/ 597.0375 / 576.9150",Privada,-66.9036063,10.4805937
371,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. El Estanque Edif. Ppal. Urb. San Bernardino C.a. Centro Medico De Caracas . Teléfonos:  0212-552.2222 / 555.9111",Privada,-66.8970211,10.5118964
372,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Anauco. Edf. Instituto Diagnostico. San Bernardino. C.a. Hospitalizacion Instituto Diagnostico . Teléfonos:  0212-551.1133  / 1975 / 1142 / 552.9011",Privada,-66.9043607,10.5119746
373,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Arturo Michelena, Urb. Santa Monica Cemo - Centro De Especialidades Medico Odontologicas . Teléfonos:  0212-693,4554 – 4224",Privada,-66.8896218,10.4787153
374,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Rio Manapire, Urb. Parque Humboldt, Prados Del Este. Centro Clinico De Maternidad Leopoldo Aguerrevere . Teléfonos:  0212. 979.2622 / 907.2222 / Fax:
907.2987",Privada,-66.870599,10.449854
375,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Guaicaipuro Entre Av. Panteon Y Paramaconi, Edf. Auyantepuy, Pb, Local Anexo 2, Urb. San Bernardino. Centro Clinico Fenix Salud, C.a . Teléfonos:  0212-552,7777",Privada,-66.8973067,10.5109723
376,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Calle Trieste, Los Ruices Sur. Centro Clinico Vista California, C.a. . Teléfonos:  0212-256.4622 / 257.0010 / Fax: 257-
2742",Privada,-66.8314631,10.4792075
377,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Francisco Solano Lopez Con Calle El Cristo, Sabana Grande, El Recreo Centro De Atencion Medico Quirurgica Vidamed C.a . Teléfonos:  0212 - 7623098 / 761.0799/ 6009 / Fax:
740.0185",Privada,-66.8746246,10.4940402
378,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av., San Francisco Solano Lopez Con Calle El Cristo, Sabana Grande, El Recreo. Centro Materno Del Este . Teléfonos:  0212 – 7634843 / 4469 / 7615575. / Fax:
761.0365",Privada,-66.8744368,10.4939019
379,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Ppal. Santa Sofia, Nivel Sotano. Locales A-0 Y A-4. Urb. El Cafetal. Centro Medialfa, C.a. . Teléfonos:  (0212)  985.1529 / 7148 / 988.1206",Privada,-66.8378106,10.4708982
380,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Ppal El Cafetal, Cruce Con Calle La Escuela, Chuao. Centro Medico Infantil El Cafetal . Teléfonos:  0212 – 9919335 / 0044 / Fax: 992.7675",Privada,-66.8475278,10.4723198
381,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Ppal. Loira, Urb. Loira El Paraiso Centro Medico Loira, C.a. . Teléfonos:  0212-4052111 / 2223 / 451,6647",Privada,-66.9438064,10.4812684
382,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Calle La Glorieta, Qta. Paraguanà. Chuao. Centro Medico Quirurgico Medina`S . Teléfonos:  0212-992-3380 / 991-5590",Privada,-66.8445955,10.4827583
383,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Rio De Janeiro, Chuao, No. 80 Centro Oftalmologico Chuao C.a. . Teléfonos:  (0212) 991,2324/ 991,7872/ Fax: 993,
6892",Privada,-66.8429552,10.4830221
384,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Paez Centro Comercial El Paraiso. Planta Alta. Ofic.. P-3. El Paraiso Centro Oftalmologico Paraiso Ceopar, C.a. . Teléfonos:  0212-462.7343",Privada,-66.9261008,10.489754
385,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Eraso De San Bernardino, Entre Hospital De Clinicas Y Centro Medico. Centro Ortopedico Podologico C.o.p. C.a. . Teléfonos:  0212-552.7578 / 9643 / 550.2221",Privada,-66.8982585,10.5109863
386,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Calle 16 Frente Al Edif. Valle Alto. Los Jardines. El Valle. Clinica Ana Cecilia, C.a. . Teléfonos:  0212 – 6825867 / 8034.",Privada,-66.9199202,10.4561644
387,Distrito Capital,"Estado  Distrito Capital , Ciudad Caracas Av. Roosevelt, Con Av.  El Cortijo, Los Rosales. Clinica Atias Hospitalizacion Y Servicios, C.a. . Teléfonos:  0212-603.3325 / 3349",Privada,-66.9021031,10.4805489
